name	accession	length	type	submission_date	organism	host	strain	segment	geo_loc_name	country	country_code	collection_original	collection_date	note
OQ848525	OQ848525	15654	viral cRNA	2024-03-14	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/6R8/2010	NA	USA	USA	USA	2010-09	2010-09-01	NA
OQ990766	OQ990766	15654	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH20170155/2017	NA	China	China	CHN	28-Feb-2017	2017-02-28	NA
OQ990768	OQ990768	15654	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH20170272/2017	NA	China	China	CHN	27-May-2017	2017-05-27	NA
OQ990769	OQ990769	15654	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH20170307/2017	NA	China	China	CHN	05-Jul-2017	2017-07-05	NA
PP068619	PP068619	15654	viral cRNA	2024-01-19	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/11O9/2014	NA	USA	USA	USA	2014-09	2014-09-01	NA
PP334183	PP334183	15654	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/1I7/2019	NA	USA	USA	USA	2019-05	2019-05-01	metagenomic
PP334187	PP334187	15654	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/3P3/2009	NA	USA	USA	USA	2009-07	2009-07-01	metagenomic
PP334188	PP334188	15654	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/4D10/2009	NA	USA	USA	USA	2009-09	2009-09-01	metagenomic
PP334189	PP334189	15654	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/11Q2/2014	NA	USA	USA	USA	2014-11	2014-11-01	metagenomic
PP737253	PP737253	15654	viral cRNA	2024-05-12	Human orthorubulavirus 2	Homo sapiens	hPiv2/Russia/SPE-RII-1090S/2023	NA	Russia: Saint Petersburg	Russia	RUS	16-Oct-2023	2023-10-16	GIHSN ID: 23/24-3-0129
PP737254	PP737254	15654	viral cRNA	2024-05-12	Human orthorubulavirus 2	Homo sapiens	hPiv2/Russia/SPE-RII-2168S/2023	NA	Russia: Saint Petersburg	Russia	RUS	27-Oct-2023	2023-10-27	NA
PP886712	PP886712	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-3681S/2018	NA	Russia: Saint Petersburg	Russia	RUS	09-Apr-2018	2018-04-09	GIHSN ID: 17/18-2-904
PP886713	PP886713	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-3898S/2018	NA	Russia: Saint Petersburg	Russia	RUS	16-Apr-2018	2018-04-16	GIHSN ID: 17/18-3-570
PP886714	PP886714	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-109S/2018	NA	Russia: Saint Petersburg	Russia	RUS	21-Nov-2018	2018-11-21	NA
PP886715	PP886715	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-1178S/2020	NA	Russia: Saint Petersburg	Russia	RUS	21-Jan-2020	2020-01-21	GIHSN ID: 19/20-2-0088
PP886716	PP886716	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-3334S/2020	NA	Russia: Saint Petersburg	Russia	RUS	10-Mar-2020	2020-03-10	GIHSN ID: 19/20-2-0326
PP886717	PP886717	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-3410S/2020	NA	Russia: Saint Petersburg	Russia	RUS	12-Mar-2020	2020-03-12	NA
PP886718	PP886718	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-2009S/2022	NA	Russia: Saint Petersburg	Russia	RUS	27-Oct-2022	2022-10-27	GIHSN ID: 22/23-3-0145
PP886719	PP886719	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-17155S/2023	NA	Russia: Saint Petersburg	Russia	RUS	17-Apr-2023	2023-04-17	GIHSN ID: 22/23-3-1764
PP886720	PP886720	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-19044S/2023	NA	Russia: Saint Petersburg	Russia	RUS	12-May-2023	2023-05-12	NA
PP886721	PP886721	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-20781S/2023	NA	Russia: Saint Petersburg	Russia	RUS	05-Jun-2023	2023-06-05	NA
PP886722	PP886722	15654	viral cRNA	2024-06-12	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-22784S/2023	NA	Russia: Saint Petersburg	Russia	RUS	07-Jul-2023	2023-07-07	NA
PP334186	PP334186	15651	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/11Q10/2014	NA	USA	USA	USA	2014-12	2014-12-01	metagenomic
PP477777	PP477777	15649	viral cRNA	2024-03-19	Human orthorubulavirus 2	Homo sapiens	hPIV2/Russia/SPE-RII-17155V/2023	NA	Russia: Saint Petersburg	Russia	RUS	17-Apr-2023	2023-04-17	GIHSN ID: 22/23-3-1764
PP591755	PP591755	15647	viral cRNA	2024-04-16	Human orthorubulavirus 2	Homo sapiens	ASU101502	NA	USA	USA	USA	14-Mar-2023	2023-03-14	metagenomic
X57559	X57559	15646	genomic RNA	2005-06-21	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_003443	NC_003443	15646	genomic RNA	2018-08-13	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GN115617	GN115617	15646	unassigned DNA	2009-04-17	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FV537050	FV537050	15646	unassigned DNA	2010-03-18	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FV537051	FV537051	15646	unassigned DNA	2010-03-18	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FV537052	FV537052	15646	unassigned DNA	2010-03-18	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FV537053	FV537053	15646	unassigned DNA	2010-03-18	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FW584471	FW584471	15646	unassigned DNA	2011-04-01	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF077313	MF077313	15645	viral cRNA	2017-06-17	Human orthorubulavirus 2	Homo sapiens	hPIV2/USA/ACRI_0248/2017	NA	USA: Little Rock, Arkansas	USA	USA	Mar-2017	2017-03-01	NA
MG773274	MG773274	15645	viral cRNA	2018-07-14	Human orthorubulavirus 2	Homo sapiens	HPIV2/BuenosAires/ARG/001/2017	NA	Argentina	Argentina	ARG	05-Jul-2017	2017-07-05	NA
KY674946	KY674946	15644	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/1A5/2009	NA	USA	USA	USA	2009	2009-01-01	NA
KY674965	KY674965	15644	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/9N8/2012	NA	USA	USA	USA	2012	2012-01-01	NA
KY986644	KY986644	15644	viral cRNA	2023-04-11	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6R6/2010	NA	USA	USA	USA	2015	2015-01-01	NA
MK167027	MK167027	15644	viral cRNA	2020-02-21	Human orthorubulavirus 2	Homo sapiens	HPIV2/Los_Angeles/USA/CHLA18/2016	NA	USA	USA	USA	2016	2016-01-01	NA
LC720870	LC720870	15644	viral cRNA	2022-07-30	Human orthorubulavirus 2	Homo sapiens	PIV2_Fukushima_OR331_2021	NA	Japan: Fukushima	Japan	JPN	2021	2021-01-01	NA
KY674948	KY674948	15643	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/1C3/2009	NA	USA	USA	USA	2009	2009-01-01	NA
MK167025	MK167025	15643	viral cRNA	2020-02-21	Human orthorubulavirus 2	Homo sapiens	HPIV2/Los_Angeles/USA/CHLA23/2016	NA	USA	USA	USA	2016	2016-01-01	NA
MF077311	MF077311	15642	viral cRNA	2017-06-17	Human orthorubulavirus 2	Homo sapiens	hPIV2/USA/ACRI_0185/2016	NA	USA: Little Rock, Arkansas	USA	USA	Oct-2016	2016-10-01	NA
LC720867	LC720867	15642	viral cRNA	2022-07-30	Human orthorubulavirus 2	Homo sapiens	PIV2_Fukushima_O78_2018	NA	Japan: Fukushima	Japan	JPN	2018	2018-01-01	NA
MF077312	MF077312	15641	viral cRNA	2017-06-17	Human orthorubulavirus 2	Homo sapiens	hPIV2/USA/ACRI_0230/2017	NA	USA: Little Rock, Arkansas	USA	USA	Feb-2017	2017-02-01	NA
OQ990765	OQ990765	15641	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH20160149/2016	NA	China	China	CHN	23-Mar-2016	2016-03-23	NA
OQ990770	OQ990770	15641	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH20170457/2017	NA	China	China	CHN	23-Oct-2017	2017-10-23	NA
PP933705	PP933705	15640	viral cRNA	2024-07-01	Human orthorubulavirus 2	Homo sapiens	HPIV-2/USA/MD-ARIA-07339/2023	NA	USA: Maryland	USA	USA	2023-03	2023-03-01	NA
MF973165	MF973165	15639	viral cRNA	2023-04-11	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7J3/2011	NA	USA	USA	USA	NA	NA	NA
OQ848526	OQ848526	15639	viral cRNA	2024-03-14	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/7J4/2011	NA	USA	USA	USA	2011-01	2011-01-01	NA
KM190939	KM190939	15638	viral cRNA	2015-05-31	Human orthorubulavirus 2	Homo sapiens	VIROAF10	NA	Thailand	Thailand	THA	06-Jun-2011	2011-06-06	passage history:H292-3, LLC-MK2-2
KY674968	KY674968	15635	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/9T8/2012	NA	USA	USA	USA	2012	2012-01-01	NA
OM451137	OM451137	15633	viral cRNA	2022-03-09	Human orthorubulavirus 2	malayan pangolin	ZJ-MO3	NA	China	China	CHN	2019	2019-01-01	metagenomic
KY674949	KY674949	15631	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7A6/2010	NA	USA	USA	USA	2010	2010-01-01	NA
MN369034	MN369034	15631	viral cRNA	2020-02-21	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/SC9949/2018	NA	USA	USA	USA	2018	2018-01-01	NA
MT118716	MT118716	15631	viral cRNA	2021-02-03	Human orthorubulavirus 2	Homo sapiens	2019_2885	NA	USA	USA	USA	2019	2019-01-01	NA
LC720866	LC720866	15627	viral cRNA	2022-07-30	Human orthorubulavirus 2	Homo sapiens	PIV2_Fukushima_O739_2019	NA	Japan: Fukushima	Japan	JPN	2019	2019-01-01	NA
PP933707	PP933707	15620	viral cRNA	2024-07-01	Human orthorubulavirus 2	Homo sapiens	HPIV-2/USA/MD-ARIA-07624/2023	NA	USA: Maryland	USA	USA	2023-04	2023-04-01	NA
MK167029	MK167029	15616	viral cRNA	2020-02-21	Human orthorubulavirus 2	Homo sapiens	HPIV2/Los_Angeles/USA/CHLA26/2016	NA	USA	USA	USA	2016	2016-01-01	NA
PP334190	PP334190	15616	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/13F6/2016	NA	USA	USA	USA	2016-09	2016-09-01	metagenomic
PP933706	PP933706	15614	viral cRNA	2024-07-01	Human orthorubulavirus 2	Homo sapiens	HPIV-2/USA/MD-ARIA-07379/2023	NA	USA: Maryland	USA	USA	2023-03	2023-03-01	NA
KY986646	KY986646	15611	viral cRNA	2022-05-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/SC3002/2015	NA	USA	USA	USA	2015	2015-01-01	NA
OM451136	OM451136	15611	viral cRNA	2022-03-09	Human orthorubulavirus 2	malayan pangolin	ZJ-MO2	NA	China	China	CHN	2019	2019-01-01	metagenomic
KY674944	KY674944	15608	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/9E1/2012	NA	USA	USA	USA	2012	2012-01-01	NA
PP334185	PP334185	15608	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/11Q9/2014	NA	USA	USA	USA	2014-11	2014-11-01	metagenomic
KY674945	KY674945	15607	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7E7/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KY674957	KY674957	15605	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6Q5/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KY674952	KY674952	15600	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7B2/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KY674956	KY674956	15596	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6Q1/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KY674962	KY674962	15595	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/9I5/2012	NA	USA	USA	USA	2012	2012-01-01	NA
KY674972	KY674972	15590	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/11R3/2014	NA	USA	USA	USA	2014	2014-01-01	NA
OQ990767	OQ990767	15590	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH20170249/2017	NA	China	China	CHN	12-May-2017	2017-05-12	NA
KY674969	KY674969	15589	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/10F10/2013	NA	USA	USA	USA	2013	2013-01-01	NA
LC654458	LC654458	15584	genomic RNA	2022-03-29	Human orthorubulavirus 2	Homo sapiens 4 yeal old girl	NIID_56606_2_2019	NA	USA	USA	USA	2016-11-25	2016-11-25	NA
KY674950	KY674950	15581	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7A10/2010	NA	USA	USA	USA	2010	2010-01-01	NA
MT118669	MT118669	15579	viral cRNA	2021-02-03	Human orthorubulavirus 2	Homo sapiens	2018_0072	NA	USA	USA	USA	2018	2018-01-01	NA
KY674961	KY674961	15572	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/10A2/2012	NA	USA	USA	USA	2012	2012-01-01	NA
PQ621733	PQ621733	15563	viral cRNA	2024-11-25	Human orthorubulavirus 2	Homo sapiens	PIV2/Kunming/0621/2024	NA	China	China	CHN	21-Jun-2024	2024-06-21	NA
MK167024	MK167024	15558	viral cRNA	2020-02-21	Human orthorubulavirus 2	Homo sapiens	HPIV2/Los_Angeles/USA/CHLA31/2016	NA	USA	USA	USA	2016	2016-01-01	NA
KY674951	KY674951	15557	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7B1/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KY674970	KY674970	15551	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/10J3/2013	NA	USA	USA	USA	2013	2013-01-01	NA
PP101995	PP101995	15544	viral cRNA	2024-01-24	Human orthorubulavirus 2	NA	MBC038	NA	Spain	Spain	ESP	05-Jul-2023	2023-07-05	NA
MT118675	MT118675	15541	viral cRNA	2021-02-03	Human orthorubulavirus 2	Homo sapiens	2018_9783	NA	USA	USA	USA	2018	2018-01-01	NA
KY674971	KY674971	15537	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/11P5/2014	NA	USA	USA	USA	2014	2014-01-01	NA
KY967352	KY967352	15537	viral cRNA	2023-04-11	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6O5/2010	NA	USA	USA	USA	2015	2015-01-01	NA
MK167028	MK167028	15517	viral cRNA	2020-02-21	Human orthorubulavirus 2	Homo sapiens	HPIV2/Los_Angeles/USA/CHLA9/2016	NA	USA	USA	USA	2016	2016-01-01	NA
OQ990771	OQ990771	15513	viral cRNA	2024-09-06	Human orthorubulavirus 2	Homo sapiens	HPIV2/China_Beijing/BCH19212/2019	NA	China	China	CHN	15-Nov-2019	2019-11-15	NA
PQ227132	PQ227132	15506	viral cRNA	2024-10-06	Human orthorubulavirus 2	Homo sapiens	GA_EHC_7115E	NA	USA: Georgia	USA	USA	2023-04-19	2023-04-19	NA
KY674958	KY674958	15498	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6Q9/2010	NA	USA	USA	USA	2010	2010-01-01	NA
KY674955	KY674955	15498	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6P4/2010	NA	USA	USA	USA	2010	2010-01-01	NA
MH006627	MH006627	15482	viral cRNA	2018-05-17	Human orthorubulavirus 2	Homo sapiens	HPIV2/VietNam/069/2010	NA	Viet Nam	Viet Nam	VNM	18-Mar-2010	2010-03-18	NA
MH006623	MH006623	15476	viral cRNA	2018-05-17	Human orthorubulavirus 2	Homo sapiens	HPIV2/VietNam/008/2009	NA	Viet Nam	Viet Nam	VNM	30-Jul-2009	2009-07-30	NA
KY674947	KY674947	15465	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/1B6/2009	NA	USA	USA	USA	2009	2009-01-01	NA
KY674960	KY674960	15455	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/7S8/2011	NA	USA	USA	USA	2011	2011-01-01	NA
PP334184	PP334184	15455	viral cRNA	2024-05-01	Human orthorubulavirus 2	Homo sapiens	HPIV2/USA/3M8/2009	NA	USA	USA	USA	2009-07	2009-07-01	metagenomic
KY674954	KY674954	15386	viral cRNA	2023-12-22	Human orthorubulavirus 2	Homo sapiens	HPIV2/Seattle/USA/6O5/2010	NA	USA	USA	USA	2010	2010-01-01	NA
OL519582	OL519582	15284	viral cRNA	2022-03-08	Human orthorubulavirus 2	Homo sapiens	xz023-orthorubulavirus-2	NA	China	China	CHN	2018	2018-01-01	metagenomic
MW575644	MW575644	15039	viral cRNA	2021-06-29	Human orthorubulavirus 2	Homo sapiens	WH17030d1/2017	NA	China	China	CHN	2017	2017-01-01	NA
MW575645	MW575645	15019	viral cRNA	2021-06-29	Human orthorubulavirus 2	Homo sapiens	WH17080d3/2017	NA	China	China	CHN	2017	2017-01-01	NA
MH006626	MH006626	10886	viral cRNA	2018-05-17	Human orthorubulavirus 2	Homo sapiens	HPIV2/VietNam/068/2010	NA	Viet Nam	Viet Nam	VNM	03-Mar-2010	2010-03-03	NA
MH006625	MH006625	10570	viral cRNA	2018-05-17	Human orthorubulavirus 2	Homo sapiens	HPIV2/VietNam/015/2010	NA	Viet Nam	Viet Nam	VNM	04-Feb-2010	2010-02-04	NA
MH006628	MH006628	7480	viral cRNA	2018-05-17	Human orthorubulavirus 2	Homo sapiens	HPIV2/VietNam/073/2010	NA	Viet Nam	Viet Nam	VNM	16-Mar-2010	2010-03-16	NA
E03805	E03805	6866	unassigned RNA	2005-11-04	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH006624	MH006624	5983	viral cRNA	2018-05-17	Human orthorubulavirus 2	Homo sapiens	HPIV2/VietNam/014/2010	NA	Viet Nam	Viet Nam	VNM	27-Jan-2010	2010-01-27	NA
DQ072589	DQ072589	4394	viral cRNA	2008-09-04	Human orthorubulavirus 2	NA	PIV-2:Lyon/26056/1997	NA	France	France	FRA	NA	NA	type: 2
GN115607	GN115607	4394	unassigned DNA	2009-04-17	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FW584465	FW584465	4394	unassigned DNA	2011-04-01	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ072588	DQ072588	4335	viral cRNA	2008-09-04	Human orthorubulavirus 2	NA	PIV-2:20435/Lyon/2001	NA	France	France	FRA	NA	NA	type: 2
GN115602	GN115602	4335	unassigned DNA	2009-04-17	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FW584462	FW584462	4335	unassigned DNA	2011-04-01	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ072586	DQ072586	4333	viral cRNA	2008-09-04	Human orthorubulavirus 2	NA	PIV-2:LYON/18620/2001	NA	France	France	FRA	NA	NA	type: 2
DQ072587	DQ072587	4333	viral cRNA	2008-09-04	Human orthorubulavirus 2	NA	PIV-2:Lyon/20283/2001	NA	France	France	FRA	NA	NA	type: 2
GN115592	GN115592	4333	unassigned DNA	2009-04-17	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GN115597	GN115597	4333	unassigned DNA	2009-04-17	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FW584456	FW584456	4333	unassigned DNA	2011-04-01	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FW584459	FW584459	4333	unassigned DNA	2011-04-01	Human orthorubulavirus 2	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT595232	KT595232	3992	mRNA	2016-02-16	Human orthorubulavirus 2	Homo sapiens	HPIV2i/Zagreb.HR/29.12(2725)	NA	Croatia	Croatia	HRV	04-Jul-2012	2012-07-04	type: 2
KT595233	KT595233	3992	mRNA	2016-02-16	Human orthorubulavirus 2	Homo sapiens	HPIV2i/Zagreb.HR/42.12(2995)	NA	Croatia	Croatia	HRV	05-Oct-2012	2012-10-05	type: 2
KT595234	KT595234	3992	mRNA	2016-02-16	Human orthorubulavirus 2	Homo sapiens	HPIV2i/Zagreb.HR/44.12(3036)	NA	Croatia	Croatia	HRV	15-Oct-2012	2012-10-15	type: 2
