name	accession	length	type	submission_date	organism	host	strain	segment	geo_loc_name	country	country_code	collection_original	collection_date	note
NC_038270	NC_038270	15462	genomic RNA	2018-08-24	Simian Agent 10	Cercopithecus mitis (samango monkey)	NA	NA	South Africa	South Africa	ZAF	1963	1963-01-01	NA
MK679525	MK679525	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C144	NA	China	China	CHN	04-Apr-2017	2017-04-04	NA
MK679526	MK679526	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C157	NA	China	China	CHN	03-May-2017	2017-05-03	NA
MK679527	MK679527	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C257	NA	China	China	CHN	27-Jun-2017	2017-06-27	NA
MK679528	MK679528	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C278	NA	China	China	CHN	18-Jul-2017	2017-07-18	NA
MK679529	MK679529	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C303	NA	China	China	CHN	15-Aug-2017	2017-08-15	NA
MK679530	MK679530	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P722	NA	China	China	CHN	14-Nov-2017	2017-11-14	NA
MK679531	MK679531	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P796	NA	China	China	CHN	12-Dec-2017	2017-12-12	NA
MK679532	MK679532	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P461	NA	China	China	CHN	11-Jul-2017	2017-07-11	NA
MK679533	MK679533	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P457	NA	China	China	CHN	11-Jul-2017	2017-07-11	NA
MK679534	MK679534	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P436	NA	China	China	CHN	27-Jun-2017	2017-06-27	NA
MK679535	MK679535	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C337	NA	China	China	CHN	12-Sep-2017	2017-09-12	NA
MK679536	MK679536	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C256	NA	China	China	CHN	21-Jun-2017	2017-06-21	NA
MK679537	MK679537	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C161	NA	China	China	CHN	03-May-2017	2017-05-03	NA
MK679538	MK679538	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C147	NA	China	China	CHN	25-Mar-2017	2017-03-25	NA
MK679539	MK679539	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C94	NA	China	China	CHN	28-Mar-2017	2017-03-28	NA
MK679540	MK679540	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	C84	NA	China	China	CHN	28-Mar-2017	2017-03-28	NA
MK679541	MK679541	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P535	NA	China	China	CHN	15-Aug-2017	2017-08-15	NA
MK679542	MK679542	15462	viral cRNA	2020-12-31	Human respirovirus 3	Homo sapiens	P672	NA	China	China	CHN	24-Oct-2017	2017-10-24	NA
MT374082	MT374082	15462	viral cRNA	2021-06-09	Human respirovirus 3	Homo sapiens	HPIV3LZ1728C19	NA	China: Lanzhou, Gansu	China	CHN	Feb-2017	2017-02-01	NA
LC720873	LC720873	15462	viral cRNA	2022-07-30	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_O286_2018	NA	Japan: Fukushima	Japan	JPN	2018	2018-01-01	NA
LC720874	LC720874	15462	viral cRNA	2022-07-30	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_O298_2018	NA	Japan: Fukushima	Japan	JPN	2018	2018-01-01	NA
LC720881	LC720881	15462	viral cRNA	2023-01-27	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OR383_2021	NA	Japan: Fukushima	Japan	JPN	2021	2021-01-01	NA
MK167032	MK167032	15462	viral cRNA	2023-04-11	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/7A5/2010	NA	USA	USA	USA	2010	2010-01-01	NA
NC_075446	NC_075446	15462	genomic RNA	2023-05-05	Human respirovirus 3	NA	ZHYMgz01	NA	NA	NA	NA	NA	NA	NA
OQ848506	OQ848506	15462	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/6N6/2010	NA	USA	USA	USA	2010-08	2010-08-01	NA
OQ848509	OQ848509	15462	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/7I10/2011	NA	USA	USA	USA	2011-01	2011-01-01	NA
OQ848513	OQ848513	15462	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/7L6/2011	NA	USA	USA	USA	2011-02	2011-02-01	NA
OQ848520	OQ848520	15462	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/8B10/2011	NA	USA	USA	USA	2011-05	2011-05-01	NA
OY757707	OY757707	15462	genomic DNA	2023-11-07	Human respirovirus 3	NA	DW-RAT-052	NA	NA	NA	NA	NA	NA	NA
OY757743	OY757743	15462	genomic DNA	2023-11-07	Human respirovirus 3	NA	DW-RAT-014	NA	NA	NA	NA	NA	NA	NA
OY757775	OY757775	15462	genomic DNA	2023-11-07	Human respirovirus 3	NA	DW-RAT-068	NA	NA	NA	NA	NA	NA	NA
PP334346	PP334346	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/12G7/2015	NA	USA	USA	USA	2015-06	2015-06-01	metagenomic
PP334350	PP334350	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13G1/2016	NA	USA	USA	USA	2016-09	2016-09-01	metagenomic
PP334351	PP334351	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13K3/2017	NA	USA	USA	USA	2017-01	2017-01-01	metagenomic
PP334352	PP334352	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13K4/2017	NA	USA	USA	USA	2017-01	2017-01-01	metagenomic
PP334353	PP334353	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13K7/2017	NA	USA	USA	USA	2017-01	2017-01-01	metagenomic
PP334357	PP334357	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13R6/2017	NA	USA	USA	USA	2017-07	2017-07-01	metagenomic
PP334359	PP334359	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/15I8/2018	NA	USA	USA	USA	2018-06	2018-06-01	metagenomic
PP334361	PP334361	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/15P7/2018	NA	USA	USA	USA	2018-08	2018-08-01	metagenomic
PP334367	PP334367	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/8G8/2011	NA	USA	USA	USA	2011-07	2011-07-01	metagenomic
PP334368	PP334368	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/8H2/2011	NA	USA	USA	USA	2011-07	2011-07-01	metagenomic
PP334369	PP334369	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/9A6/2012	NA	USA	USA	USA	2012-01	2012-01-01	metagenomic
PP334373	PP334373	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10N3/2013	NA	USA	USA	USA	2013-05	2013-05-01	metagenomic
PP334381	PP334381	15462	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13L5/2017	NA	USA	USA	USA	2017-02	2017-02-01	metagenomic
LC817394	LC817394	15462	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_HR111_2021	NA	Japan: Fukushima	Japan	JPN	2021	2021-01-01	NA
LC817399	LC817399	15462	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OR972_2023	NA	Japan: Fukushima	Japan	JPN	2023	2023-01-01	NA
PQ541028	PQ541028	15462	viral cRNA	2024-11-05	Human respirovirus 3	Homo sapiens	HPIV3/Paris/France/2022/C3	NA	France	France	FRA	21-Jun-2022	2022-06-21	LZ22
PQ541029	PQ541029	15462	viral cRNA	2024-11-05	Human respirovirus 3	Homo sapiens	HPIV3/Paris/France/2022/C3	NA	France	France	FRA	21-Jun-2022	2022-06-21	LZ22
MN145876	MN145876	15460	viral cRNA	2020-01-12	Human respirovirus 3	Homo sapiens	HPIV3/38/ZJ/CHN/2018	NA	China	China	CHN	2017-03	2017-03-01	NA
LC720880	LC720880	15459	viral cRNA	2022-07-30	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OR381_2021	NA	Japan: Fukushima	Japan	JPN	2021	2021-01-01	NA
LC817395	LC817395	15459	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OH27_2023	NA	Japan: Fukushima	Japan	JPN	2023	2023-01-01	NA
LC817396	LC817396	15459	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OH4_2023	NA	Japan: Fukushima	Japan	JPN	2023	2023-01-01	NA
PQ541044	PQ541044	15458	viral cRNA	2024-11-05	Human respirovirus 3	Homo sapiens	HPIV3/Paris/France/2023/C16	NA	France	France	FRA	30-Apr-2023	2023-04-30	LZ22
LC817398	LC817398	15457	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OR913_2023	NA	Japan: Fukushima	Japan	JPN	2023	2023-01-01	NA
MF034895	MF034895	15455	viral cRNA	2017-06-14	Human respirovirus 3	Homo sapiens	hPIV3/USA/ACRI_108/2016	NA	USA: Little Rock, Arkansas	USA	USA	02-Jun-2016	2016-06-02	NA
PP334308	PP334308	15455	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10N4/2013	NA	USA	USA	USA	2013-05	2013-05-01	metagenomic
PP334343	PP334343	15455	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/12G2/2015	NA	USA	USA	USA	2015-05	2015-05-01	metagenomic
LC720871	LC720871	15454	viral cRNA	2022-07-30	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_H260_2018	NA	Japan: Fukushima	Japan	JPN	2018	2018-01-01	NA
LC720872	LC720872	15453	viral cRNA	2022-07-30	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_H555_2019	NA	Japan: Fukushima	Japan	JPN	2019	2019-01-01	NA
PP334363	PP334363	15451	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/3D1/2009	NA	USA	USA	USA	2009-06	2009-06-01	metagenomic
LC817400	LC817400	15449	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OR815_2023	NA	Japan: Fukushima	Japan	JPN	2023	2023-01-01	NA
MF554734	MF554734	15447	viral cRNA	2019-08-08	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/2B5/2009	NA	USA	USA	USA	2009	2009-01-01	NA
PP334276	PP334276	15447	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/8F5/2011	NA	USA	USA	USA	2011-06	2011-06-01	metagenomic
PP334304	PP334304	15447	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10M2/2013	NA	USA	USA	USA	2013-04	2013-04-01	metagenomic
PP334321	PP334321	15447	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10R10/2013	NA	USA	USA	USA	2013-08	2013-08-01	metagenomic
MF034892	MF034892	15446	viral cRNA	2017-06-14	Human respirovirus 3	Homo sapiens	hPIV3/USA/UAMS_049/2016	NA	USA: Little Rock, Arkansas	USA	USA	21-Jun-2016	2016-06-21	NA
MF034894	MF034894	15446	viral cRNA	2017-06-14	Human respirovirus 3	Homo sapiens	hPIV3/USA/ACRI_106/2016	NA	USA: Little Rock, Arkansas	USA	USA	01-Jun-2016	2016-06-01	NA
KY779594	KY779594	15445	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/4634/2015	NA	USA	USA	USA	2015	2015-01-01	NA
MF034891	MF034891	15445	viral cRNA	2017-06-14	Human respirovirus 3	Homo sapiens	hPIV3/USA/UAMS_047/2016	NA	USA: Little Rock, Arkansas	USA	USA	04-Jun-2016	2016-06-04	NA
OY757671	OY757671	15445	genomic DNA	2023-11-07	Human respirovirus 3	NA	DW-RAT-104	NA	NA	NA	NA	NA	NA	NA
PP334384	PP334384	15445	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13O5/2017	NA	USA	USA	USA	2017-04	2017-04-01	metagenomic
KY933404	KY933404	15444	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/4571/2015	NA	USA	USA	USA	2015	2015-01-01	NA
MF118140	MF118140	15444	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/5840/2015	NA	USA	USA	USA	2015	2015-01-01	NA
PP334383	PP334383	15444	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13M8/2017	NA	USA	USA	USA	2017-02	2017-02-01	metagenomic
PP801323	PP801323	15444	genomic RNA	2024-05-23	Human respirovirus 3	NA	6722BG2021	NA	Bulgaria	Bulgaria	BGR	Mar-2021	2021-03-01	NA
LC817393	LC817393	15443	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	C243,ATCC VR-93	NA	USA: WA	USA	USA	1957	1957-01-01	NA
KY973598	KY973598	15442	viral cRNA	2023-12-22	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/6E5/2010	NA	USA	USA	USA	2010	2010-01-01	NA
MN145874	MN145874	15442	viral cRNA	2020-01-12	Human respirovirus 3	Homo sapiens	HPIV3/08/ZJ/CHN/2017	NA	China	China	CHN	2017-03	2017-03-01	NA
MN145875	MN145875	15442	viral cRNA	2020-01-12	Human respirovirus 3	Homo sapiens	HPIV3/06/ZJ/CHN/2017	NA	China	China	CHN	2017-03	2017-03-01	NA
OQ785280	OQ785280	15441	viral cRNA	2023-05-15	Human respirovirus 3	Homo sapiens	NICU/BJ/CHN/2022	NA	China	China	CHN	2022	2022-01-01	NA
OY757790	OY757790	15441	genomic DNA	2023-11-07	Human respirovirus 3	NA	DW-RAT-060	NA	NA	NA	NA	NA	NA	NA
PP334375	PP334375	15441	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10P9/2013	NA	USA	USA	USA	2013-06	2013-06-01	metagenomic
KM190938	KM190938	15440	viral cRNA	2015-05-31	Human respirovirus 3	Homo sapiens	VIROAF11	NA	Thailand	Thailand	THA	21-Feb-2012	2012-02-21	passage history:MDCK-5
MF987836	MF987836	15440	viral cRNA	2017-10-28	Human respirovirus 3	Homo sapiens	STA762	NA	Brazil	Brazil	BRA	14-Jan-2010	2010-01-14	NA
PP909812	PP909812	15440	viral cRNA	2024-06-19	Human respirovirus 3	Homo sapiens	UMCU-10-012854	NA	Netherlands	Netherlands	NLD	27-Mar-2010	2010-03-27	NA
KY933414	KY933414	15439	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/5201/2015	NA	USA	USA	USA	2015	2015-01-01	NA
MF034889	MF034889	15438	viral cRNA	2017-06-14	Human respirovirus 3	Homo sapiens	hPIV3/USA/UAMS_034/2016	NA	USA: Little Rock, Arkansas	USA	USA	26-May-2016	2016-05-26	NA
PP334294	PP334294	15438	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10C4/2012	NA	USA	USA	USA	2012-11	2012-11-01	metagenomic
PP334319	PP334319	15438	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10Q6/2013	NA	USA	USA	USA	2013-07	2013-07-01	metagenomic
PP334327	PP334327	15438	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/11S9/2014	NA	USA	USA	USA	2014-05	2014-05-01	metagenomic
PP334334	PP334334	15438	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/12D5/2015	NA	USA	USA	USA	2015-04	2015-04-01	metagenomic
PP334305	PP334305	15437	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/10M4/2013	NA	USA	USA	USA	2013-04	2013-04-01	metagenomic
LC720878	LC720878	15435	viral cRNA	2024-05-11	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_O695_2019	NA	Japan: Fukushima	Japan	JPN	2019	2019-01-01	NA
PP334259	PP334259	15435	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/1S6/2019	NA	USA	USA	USA	2019-08	2019-08-01	metagenomic
PP334260	PP334260	15435	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/2J10/2019	NA	USA	USA	USA	2019-11	2019-11-01	metagenomic
PP334261	PP334261	15435	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/2K1/2019	NA	USA	USA	USA	2019-11	2019-11-01	metagenomic
PP334355	PP334355	15435	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13Q2/2017	NA	USA	USA	USA	2017-05	2017-05-01	metagenomic
PP334356	PP334356	15435	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13Q5/2017	NA	USA	USA	USA	2017-05	2017-05-01	metagenomic
KX574711	KX574711	15434	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/SCH13/2016	NA	USA	USA	USA	2016	2016-01-01	NA
KY933416	KY933416	15434	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/5329/2015	NA	USA	USA	USA	2015	2015-01-01	NA
MF554723	MF554723	15434	viral cRNA	2019-08-08	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/2O8/2009	NA	USA	USA	USA	2009	2009-01-01	NA
MF795095	MF795095	15434	viral cRNA	2022-05-06	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/SC1784/2017	NA	USA	USA	USA	2017	2017-01-01	NA
LC720875	LC720875	15434	viral cRNA	2022-07-30	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_O306_2018	NA	Japan: Fukushima	Japan	JPN	2018	2018-01-01	NA
OQ848515	OQ848515	15434	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/7N10/2011	NA	USA	USA	USA	2011-02	2011-02-01	NA
OQ848519	OQ848519	15434	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/8B7/2011	NA	USA	USA	USA	2011-05	2011-05-01	NA
OQ848521	OQ848521	15434	viral cRNA	2024-03-14	Human respirovirus 3	Homo sapiens	HPIV3/USA/8C8/2011	NA	USA	USA	USA	2011-05	2011-05-01	NA
OQ848522	OQ848522	15434	viral cRNA	2024-01-27	Human respirovirus 3	Homo sapiens	HPIV3/USA/8D2/2011	NA	USA	USA	USA	2011-05	2011-05-01	NA
PP334323	PP334323	15434	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/11K9/2014	NA	USA	USA	USA	2014-03	2014-03-01	metagenomic
PP334364	PP334364	15434	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/3E4/2009	NA	USA	USA	USA	2009-06	2009-06-01	metagenomic
PP334366	PP334366	15434	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/3T4/2009	NA	USA	USA	USA	2009-08	2009-08-01	metagenomic
PP334377	PP334377	15434	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/11O5/2014	NA	USA	USA	USA	2014-09	2014-09-01	metagenomic
PP334382	PP334382	15434	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/13M7/2017	NA	USA	USA	USA	2017-02	2017-02-01	metagenomic
LC817397	LC817397	15434	viral cRNA	2024-05-23	Human respirovirus 3	Homo sapiens	PIV3_Fukushima_OR882_2023	NA	Japan: Fukushima	Japan	JPN	2023	2023-01-01	NA
KY779608	KY779608	15433	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/4407/2015	NA	USA	USA	USA	2015	2015-01-01	NA
PP334324	PP334324	15433	viral cRNA	2024-05-01	Human respirovirus 3	Homo sapiens	HPIV3/USA/11L5/2014	NA	USA	USA	USA	2014-05	2014-05-01	metagenomic
KY779613	KY779613	15432	viral cRNA	2019-08-19	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/3399/2015	NA	USA	USA	USA	2015	2015-01-01	NA
MF554733	MF554733	15432	viral cRNA	2019-08-08	Human respirovirus 3	Homo sapiens	HPIV3/Seattle/USA/2B6/2009	NA	USA	USA	USA	2009	2009-01-01	NA
OM141135	OM141135	15432	viral cRNA	2022-08-30	Pangolin parainfluenza 3 virus	pangolin	PIV3_MJ04	NA	NA	NA	NA	NA	NA	NA
PQ241449	PQ241449	15432	viral cRNA	2024-10-09	Human respirovirus 3	Homo sapiens	GA_EHC_7136Z	NA	USA: Georgia	USA	USA	2023-05-11	2023-05-11	metagenomic
MH330335	MH330335	15431	viral cRNA	2019-06-01	Human respirovirus 3	Homo sapiens	NIV1721711	NA	India: Pune District, Maharashtra State	India	IND	30-Jan-2017	2017-01-30	NA
